Absolmsia spartioides
Ixora nimbana
Ixora nitens
Ixora novoguineensis
Ixora oligantha
Ixora parviflora
Ixora pavetta
Ixora pelagica
Ixora peruviana
Ixora platythyrsa
Ixora praetermissa
Ixora quadrilocularis
Ixora raiateensis
Ixora rakotonasoloi
Ixora regalis
Ixora salicifolia
Ixora scheffleri
Ixora setchellii
Ixora siphonantha
Ixora st-johnii
Ixora tanzaniensis
Ixora tenuis
Ixora triantha
Ixora trichocalyx
Ixora trilocularis
Ixora undulata
Ixora valetoniana
Ixora vieillardii
Ixora yaouhensis
Jackiopsis ornata
Jaeschkea canaliculata
Jaeschkea microsperma
Jaeschkea oligosperma
Janotia macrostipula
Javorkaea hondurensis
Jobinia chlorantha
Jobinia hatschbachii
Jobinia lindbergii
Joosia aequatoria
Joosia umbellifera
Kadua acuminata
Kadua affinis
Kadua axillaris
Kadua centranthoides
Kadua cordata
Kadua coriacea
Kadua degeneri
Kadua elatior
Kadua fluviatilis
Kadua flynnii
Kadua foggiana
Kadua fosbergii
Kadua laxiflora
Kadua littoralis
Kadua parvula
Kadua rapensis
Kailarsenia ochreata
Kailarsenia tentaculata
Kamettia chandeei
Kanahia laniflora
Keetia gueinzii
Keetia hispida
Keetia lukei
Keetia multiflora
Keetia venosa
Keetia zanzibarica
Kelloggia chinensis
Kelloggia galioides
Kerianthera preclara
Kibatalia gitingensis
Kibatalia macrophylla
Klackenbergia stricta
Knoxia corymbosa
Knoxia manika
Knoxia platycarpa
Knoxia sumatrensis
Kohautia amatymbica
Kohautia aspera
Kohautia australiensis
Kohautia azurea
Kohautia caespitosa
Kohautia coccinea
Kohautia cynanchica
Kohautia dolichostyla
Kohautia grandiflora
Kohautia platyphylla
Kohautia ramosissima
Kohautia retrorsa
Kohautia senegalensis
Kohautia subverticillata
Kohautia tenuis
Kopsia arborea
Kopsia flavida
Kopsia fruticosa
Kopsia pauciflora
Kraussia floribunda
Kraussia socotrana
Kutchubaea semisericea
Labordia cyrtandrae
Labordia kaalae
Labordia tinifolia
Lacmellea aculeata
Lacmellea panamensis
Ladenbergia amazonensis
Ladenbergia carua
Ladenbergia macrocarpa
Ladenbergia oblongifolia
Ladenbergia pavonii
Lagarinthus multicaulis
Lagenias pusillus
Lagynias dryadum
Lagynias lasiantha
Lagynias monteiroi
Lagynias pallidiflora
Landiopsis capuronii
Landolphia incerta
Landolphia kirkii
Landolphia myrtifolia
Larryleachia cactiformis
Larryleachia perlata
Lasianthus appressus
Lasianthus attenuatus
Lasianthus batangensis
Lasianthus biflorus
Lasianthus cereiflorus
Lasianthus chevalieri
Lasianthus chinensis
Lasianthus chrysoneurus
Lasianthus coffeoides
Lasianthus congesticymus
Lasianthus constrictus
Lasianthus curtisii
Lasianthus cyanocarpus
Lasianthus ellipticus
Lasianthus euneurus
Lasianthus fordii
Lasianthus formosensis
Lasianthus hirsutus
Lasianthus hookeri
Lasianthus inodorus
Lasianthus japonicus
Lasianthus kilimandscharicus
Lasianthus lanceolatus
Lasianthus maingayi
Lasianthus micranthus
Lasianthus pedunculatus
Lasianthus pilosus
Lasianthus rhinocerotis
Lasianthus ridleyi
Lasianthus robinsonii
Lasianthus sarmentosus
Lasianthus scalaris
Lasianthus sikkimensis
Lasianthus strigosus
Lasianthus trichophlebus
Lasianthus verticillatus
Lathraeocarpa acicularis
Latouchea fokienensis
Laubertia contorta
Lavrania haagnerae
Laxoplumeria baehniana
Lehmanniella splendens
Lelya osteocarpa
Lelya prostrata
Lepinia taitensis
Lepiniopsis ternatensis
Lepiniopsis trilocularis
Leptactina delagoensis
Leptactina leopoldi-secundi
Leptactina platyphylla
Leptadenia arborea
Leptadenia hastata
Leptadenia pyrotechnica
Leptadenia reticulata
Leptodermis buxifolia
Leptodermis forrestii
Leptodermis hirsutiflora
Leptodermis ludlowii
Leptodermis ovata
Leptodermis pilosa
Leptodermis potanini
Leptodermis scabrida
Leptodermis velutiniflora
Leptodermis vestita
Leptopetalum grayi
Leptostigma pilosum
Leptostigma reptans
Lerchea bracteata
Limnosipanea erythraeoides
Limnosipanea palustris
Limnosipanea schomburgkii
Limnosipanea spruceana
Lisianthius acuminatus
Lisianthius adamsii
Lisianthius auratus
Lisianthius axillaris
Lisianthius brevidentatus
Lisianthius capitatus
Lisianthius cordifolius
Lisianthius cuspidatus
Lisianthius domingensis
Lisianthius exsertus
Lisianthius glandulosus
Lisianthius jefensis
Lisianthius laxiflorus
Lisianthius longifolius
Lisianthius nigrescens
Lisianthius oreopolus
Lisianthius quichensis
Lisianthius saponarioides
Lisianthius seemannii
Lisianthius silenifolius
Lisianthius skinneri
Lisianthius troyanus
Lisianthius umbellatus
Lisianthius viscidiflorus
Litosanthes biflora
Logania albiflora
Logania buxifolia
Logania fasciculata
Logania flaviflora
Logania ovata
Logania pusilla
Logania serpyllifolia
Logania spermacocea
Logania vaginalis
Lomatogoniopsis alpina
Lomatogonium bellum
Lomatogonium brachyantherum
Lomatogonium carinthiacum
Lomatogonium cuneifolium
Lomatogonium forrestii
Lomatogonium gamosepalum
Lomatogonium lijiangense
Lomatogonium macranthum
Lomatogonium oreocharis
Lomatogonium perenne
Lomatogonium rotatum
Lomatogonium spathulatum
Luculia grandifolia
Luculia gratissima
Luculia intermedia
Luculia pinceana
Luculia yunnanensis
Ludekia bernardoi
Ludekia borneensis
Macbrideina peruviana
Machaonia acuminata
Machaonia brasiliensis
Machaonia portoricensis
Machaonia williamsii
Macoubea guianensis
Macrocarpaea angelliae
Macrocarpaea apparata
Macrocarpaea arborescens
Macrocarpaea auriculata
Macrocarpaea bangiana
Macrocarpaea bubops
Macrocarpaea chthonotropa
Macrocarpaea cinchonifolia
Macrocarpaea cochabambensis
Macrocarpaea densiflora
Macrocarpaea dies-viridis
Macrocarpaea domingensis
Macrocarpaea elix
Macrocarpaea ericii
Macrocarpaea fortisiana
Macrocarpaea gattaca
Macrocarpaea gaudialis
Macrocarpaea glabra
Macrocarpaea glaziovii
Macrocarpaea gondoloides
Macrocarpaea harlingii
Macrocarpaea innarrabilis
Macrocarpaea jensii
Macrocarpaea kuelap
Macrocarpaea lenae
Macrocarpaea luna-gentiana
Macrocarpaea luteynii
Macrocarpaea macrophylla
Macrocarpaea maguirei
Macrocarpaea micrantha
Macrocarpaea neblinae
Macrocarpaea nicotianifolia
Macrocarpaea noctiluca
Macrocarpaea normae
Macrocarpaea obtusifolia
Macrocarpaea opulenta
Macrocarpaea ostentans
Macrocarpaea pachyphylla
Macrocarpaea pachystyla
Macrocarpaea pajonalis
Macrocarpaea papillosa
Macrocarpaea pinetorum
Macrocarpaea pringleana
Macrocarpaea revoluta
Macrocarpaea robin-fosteri
Macrocarpaea rubra
Macrocarpaea sodiroana
Macrocarpaea stenophylla
Macrocarpaea subcaudata
Macrocarpaea subsessilis
Macrocarpaea tahuantinsuyuana
Macrocarpaea thamnoides
Macrocarpaea valerioi
Macrocarpaea viscosa
Macrocarpaea weigendiorum
Macrocarpaea x
Macrocarpaea zophoflora
Macrocnemum jamaicense
Macrocnemum roseum
Macroditassa adnata
Macroditassa grandiflora
Macroditassa macrophylla
Macroditassa melantha
Macropharynx renteriae
Macroscepis hirsuta
Macrosiphonia longiflora
Macrosiphonia martii
Macrosiphonia velame
Macrosphyra longistyla
Madangia inflata
Maguireothamnus speciosus
Malanea forsteronioides
Malanea macrophylla
Malouetia bequaertiana
Malouetia tamaquarina
Mandevilla anceps
Mandevilla atroviolacea
Mandevilla boliviensis
Mandevilla callista
Mandevilla cercophylla
Mandevilla coccinea
Mandevilla convolvulacea
Mandevilla dodsonii
Mandevilla duartei
Mandevilla emarginata
Mandevilla foliosa
Mandevilla fragrans
Mandevilla funiformis
Mandevilla glandulosa
Mandevilla harleyi
Mandevilla hirsuta
Mandevilla illustris
Mandevilla jamesonii
Mandevilla karwinskii
Mandevilla krukovii
Mandevilla lancifolia
Mandevilla laxa
Mandevilla leptophylla
Mandevilla ligustriflora
Mandevilla longiflora
Mandevilla martiana
Mandevilla moricandiana
Mandevilla myriophyllum
Mandevilla nerioides
Mandevilla oaxacana
Mandevilla pendula
Mandevilla pentlandiana
Mandevilla pohliana
Mandevilla pycnantha
Mandevilla rugellosa
Mandevilla rugosa
Mandevilla sancta
Mandevilla sanderi
Mandevilla scabra
Mandevilla sellowii
Mandevilla spigeliiflora
Mandevilla splendens
Mandevilla subsagittata
Mandevilla subspicata
Mandevilla syrinx
Mandevilla tenuifolia
Mandevilla tricolor
Mandevilla tubiflora
Mandevilla urophylla
Mandevilla venulosa
Mandevilla veraguasensis
Mandevilla villosa
Manettia alba
Manettia bicolor
Manettia cordifolia
Manettia luteo-rubra
Manettia lygistum
Manostachya ternifolia
Mapouria ankafinensis
Mapouria macrochlamys
Mapouria umbrosa
Margaretta rosea
Margaritopsis acuifolia
Margaritopsis astrellantha
Margaritopsis boliviana
Margaritopsis guianensis
Margaritopsis kappleri
Margaritopsis lanceifolia
Margaritopsis nudiflora
Marsdenia angolensis
Marsdenia astephanoides
Marsdenia billardierei
Marsdenia carvalhoi
Marsdenia coulteri
Marsdenia engleriana
Marsdenia gillespieae
Marsdenia glabra
Marsdenia macrophylla
Marsdenia megalantha
Marsdenia philippinensis
Marsdenia rubicunda
Marsdenia suberosa
Marsdenia tenacissima
Marsdenia tomentosa
Marsdenia verrucosa
Marsdenia zehntneri
Mascarenhasia arborescens
Mascarenhasia lisianthiflora
Maschalocorymbus corymbosus
Massularia acuminata
Mastixiodendron flavidum
Mastixiodendron pachyclados
Mastixiodendron pilosum
Matelea acuminata
Matelea alabamensis
Matelea angustiloba
Matelea bicolor
Matelea biflora
Matelea chrysantha
Matelea cordata
Matelea cordifolia
Matelea correllii
Matelea cyclophylla
Matelea decaisnei
Matelea denticulata
Matelea dictyantha
Matelea ekmanii
Matelea gonocarpa
Matelea gonoloboides
Matelea hemsleyana
Matelea inconspicua
Matelea lanata
Matelea lanceolata
Matelea maritima
Matelea nipensis
Matelea oblongata
Matelea palustris
Matelea pauciflora
Matelea pedalis
Matelea phainops
Matelea prosthecidiscus
Matelea pubiflora
Matelea pusilliflora
Matelea quirosii
Matelea reticulata
Matelea rubra
Matelea sintenisii
Matelea tamnifolia
Matelea trachyantha
Matelea variifolia
Matelea viridivenia
Mazaea phialanthoides
Mazaea shaferi
Megacodon stylophorus
Melanopsidium nigrum
Melodinus australis
Melodinus baccellianus
Melodinus cochinchinensis
Melodinus fusiformis
Melodinus monogynus
Melodinus suaveolens
Mesechites mansoanus
Mesechites minimus
Mesechites roseus
Mesechites trifidus
Metabolos decipiens
Metabolos rugosus
Metadina trichotoma
Metagentiana australis
Metagentiana eurycolpa
Metagentiana gentilis
Metagentiana leptoclada
Metagentiana primuliflora
Metagentiana pterocalyx
Metagentiana rhodantha
Metagentiana serra
Metagentiana souliei
Metagentiana striata
Metagentiana villifera
Metalepis albiflora
Metaplexis japonica
Metastelma giuliettianum
Metastelma harleyi
Metastelma myrtifolium
Metastelma parviflorum
Metastelma schaffneri
Micholitzia obcordata
Micrechites polyanthus
Microloma sagittatum
Microloma tenuifolium
Microplumeria anomala
Microrphium pubescens
Minaria abortiva
Minaria acerosa
Minaria campanuliflora
Minaria cordata
Minaria decussata
Minaria diamantinensis
Minaria ditassoides
Minaria grazielae
Minaria hemipogonoides
Minaria lourteigiae
Minaria magisteriana
Minaria micromeria
Minaria parva
Minaria polygaloides
Minaria refractifolia
Minaria semirii
Miraglossum verticillare
Mitchella repens
Mitchella undulata
Mitracarpus frigidus
Mitracarpus microspermus
Mitracarpus villosus
Mitragyna diversifolia
Mitragyna hirsuta
Mitragyna inermis
Mitragyna parvifolia
Mitragyna rotundifolia
Mitragyna speciosa
Mitragyna tubulosa
Mitrasacme brachystemonea
Mitrasacme glaucescens
Mitrasacme latiflora
Mitrasacme multicaulis
Mitrasacme nudicaulis
Mitrasacme oasena
Mitrasacme phascoides
Mitrasacme pilosa
Mitrasacme polymorpha
Mitrasacme pygmaea
Mitrasacme scrithicola
Mitrasacme serpyllifolia
Mitrasacme stellata
Mitrasacme subvolubilis
Mitrasacmopsis quadrivalvis
Mitreola minima
Mitreola petiolata
Mitreola sessilifolia
Mitriostigma axillare
Molongum laxum
Molopanthera paniculata
Mondia ecornuta
Mondia whitei
Mondia whiteii
Morelia senegalensis
Morierina montana
Morinda ammitia
Morinda angustifolia
Morinda badia
Morinda brevipes
Morinda buchii
Morinda bucidifolia
Morinda callicarpifolia
Morinda candollei
Morinda canthoides
Morinda celebica
Morinda citrifolia
Morinda cochinchinensis
Morinda collina
Morinda coreia
Morinda deplanchei
Morinda elliptica
Morinda geminata
Morinda glaucescens
Morinda grayi
Morinda hainanensis
Morinda jasminoides
Morinda latibracteata
Morinda longiflora
Morinda lucida
Morinda moaensis
Morinda mollis
Morinda morindoides
Morinda myrtifolia
Morinda neocaledonica
Morinda officinalis
Morinda panamensis
Morinda parvifolia
Morinda pedunculata
Morinda podistra
Morinda pubescens
Morinda reticulata
Morinda retusa
Morinda royoc
Morinda scabrida
Morinda seibertii
Morinda shuanghuaensis
Morinda titanophylla
Morinda umbellata
Morinda villosa
Morrenia odorata
Mostuea batesii
Mostuea brunonis
Mostuea hirsuta
Mostuea surinamensis
Motandra guineensis
Mouretia larsenii
Mucoa duckei
Multidentia concrescens
Multidentia crassa
Multidentia dichrophylla
Multidentia fanshawei
Multidentia sclerocarpa
Mussaenda afzelii
Mussaenda arcuata
Mussaenda benguetensis
Mussaenda divaricata
Mussaenda elegans
Mussaenda erythrophylla
Mussaenda esquirolii
Mussaenda frondosa
Mussaenda grandiflora
Mussaenda hossei
Mussaenda hybrid
Mussaenda isertiana
Mussaenda kwangtungensis
Mussaenda laxiflora
Mussaenda macrophylla
Mussaenda monticola
Mussaenda multibracteata
Mussaenda nervosa
Mussaenda nivea
Mussaenda palawanensis
Mussaenda parvifolia
Mussaenda philippica
Mussaenda pinatubensis
Mussaenda pingbianensis
Mussaenda pubescens
Mussaenda raiateensis
Mussaenda reinwardtiana
Mussaenda scratchleyi
Mussaenda shikokiana
Mussaenda treutleri
Mussaenda vidalii
Mussaendopsis beccariana
Mycetia cauliflora
Mycetia gracilis
Mycetia javanica
Mycetia malayana
Myriopteron paniculatum
Myrmecodia armata
Myrmecodia horrida
Myrmecodia longifolia
Myrmecodia platyrea
Myrmecodia platytyrea
Myrmecodia tuberosa
Myrmeconauclea stipulacea
Myrmeconauclea strigosa
Myrmephytum beccarii
Myrmephytum selebicum
Nauclea diderrichii
Nauclea officinalis
Nauclea orientalis
Nauclea subdita
Nauclea tenuiflora
Nauclea vanderguchtii
Nauclea xanthoxylon
Nautonia nummularia
Neanotis calycina
Neanotis formosana
Neanotis gracilis
Neanotis hirsuta
Neanotis indica
Neanotis ingrata
Neanotis kwangtungensis
Neanotis monosperma
Neanotis nummularia
Neanotis nummulariformis
Neanotis wightiana
Neblinantha parvifolia
Neisosperma acuminatum
Neisosperma brevitubum
Neisosperma citrodorum
Neisosperma glomeratum
Neisosperma kilneri
Neisosperma mianum
Neisosperma nakaianum
Neisosperma poweri
Neisosperma sevenetii
Neisosperma thiollierei
Nematostylis anthophylla
Nenax acerosa
Nenax hirta
Nenax microphylla
Neobertiera gracilis
Neoblakea venezuelensis
Neobracea bahamensis
Neobracea ekmannii
Neobracea valenzuelana
Neocouma ternstroemiacea
Neohymenopogon parasiticus
Neolamarckia cadamba
Neolaugeria apiculata
Neolaugeria densiflora
Neolaugeria resinosa
Neoleroya verdcourtii
Neonauclea brassii
Neonauclea celebica
Neonauclea chalmersii
Neonauclea clemensiae
Neonauclea cyrtopoda
Neonauclea forsteri
Neonauclea gigantea
Neonauclea glabra
Neonauclea longipedunculata
Neonauclea media
Neonauclea obversifolia
Neonauclea paracyrtopoda
Neonauclea pseudocalycina
Neoschumannia cardinea
Neoschumannia kamerunensis
Nephradenia acerosa
Nephradenia asparagoides
Nephradenia filipes
Nerium oleander
Nernstia mexicana
Nertera assurgens
Nertera depressa
Nertera dichondrifolia
Nertera granadensis
Nertera holmboei
Nertera villosa
Nertera yamashitae
Nesohedyotis arborea
Neuburgia celebica
Neuburgia corynocarpum
Neuburgia novocaledonica
Neurocalyx championii
Neurocalyx zeylanicus
Neurotheca loeselioides
Normandia neocaledonica
Norrisia malaccensis
Notechidnopsis tessellata
Notopleura anomothyrsa
Notopleura capitata
Notopleura dukei
Notopleura guadalupensis
Notopleura polyphlebia
Notopleura tapajozensis
Notopleura uliginosa
Obolaria virginica
Ochreinauclea maingayi
Ochrosia coccinea
Ochrosia compta
Ochrosia elliptica
Ochrosia grandiflora
Ochrosia kauaiensis
Ochrosia mariannensis
Ochrosia mulsanti
Ochrosia nakaiana
Ochrosia oppositifolia
Ochrosia sandwicensis
Ochrosia silvatica
Ochrosia vitiensis
Odontadenia environmental
Odontadenia lutea
Odontadenia perrottetii
Odontadenia puncticulosa
Odontanthera radians
Oldenlandia affinis
Oldenlandia angolensis
Oldenlandia angustifolia
Oldenlandia assimilis
Oldenlandia benguetensis
Oldenlandia bodinieri
Oldenlandia boscii
Oldenlandia brachypoda
Oldenlandia bracteosa
Oldenlandia capensis
Oldenlandia chrysotricha
Oldenlandia consanguinea
Oldenlandia contracta
Oldenlandia corymbosa
Oldenlandia cryptantha
Oldenlandia densiflora
Oldenlandia diffusa
Oldenlandia duemmeri
Oldenlandia echinulosa
Oldenlandia erecta
Oldenlandia fastigiata
Oldenlandia foetida
Oldenlandia galioides
Oldenlandia geophila
Oldenlandia goreensis
Oldenlandia gracilipes
Oldenlandia hainanensis
Oldenlandia hedyotidea
Oldenlandia herbacea
Oldenlandia lancea
Oldenlandia lancifolia
Oldenlandia lapeyrousii
Oldenlandia lineata
Oldenlandia mellii
Oldenlandia microtheca
Oldenlandia mitrasacmoides
Oldenlandia monanthos
Oldenlandia nematocaulis
Oldenlandia nervosa
Oldenlandia nutans
Oldenlandia ovatifolia
Oldenlandia pinifolia
Oldenlandia prostrata
Oldenlandia pubescens
Oldenlandia robinsonii
Oldenlandia rosulata
Oldenlandia salzmannii
Oldenlandia scabra
Oldenlandia stocksii
Oldenlandia stricta
Oldenlandia strigulosa
Oldenlandia taborensis
Oldenlandia tenelliflora
Oldenlandia tenuipes
Oldenlandia tenuis
Oldenlandia ternata
Oldenlandia tetrangularis
Oldenlandia trinervia
Oldenlandia umbellata
Oldenlandia uniflora
Oldenlandia vachellii
Oldenlandia vestita
Oldenlandia wiedemannii
Oldenlandiopsis callitrichoides
Oligocodon cunliffeae
Omiltemia filisepala
Omiltemia longipes
Omphalogonus calophyllus
Oncinema lineare
Oncinotis tenuiloba
Opercularia aspera
Opercularia hirsuta
Opercularia vaginata
Opercularia varia
Ophionella arcuata
Ophionella willowmorensis
Ophiorrhiza elmeri
Ophiorrhiza fucosa
Ophiorrhiza harrisiana
Ophiorrhiza hayatana
Ophiorrhiza japonica
Ophiorrhiza kuroiwae
Ophiorrhiza liukiuensis
Ophiorrhiza longiflora
Ophiorrhiza mungos
Ophiorrhiza pedunculata
Ophiorrhiza plumbea
Ophiorrhiza prostrata
Ophiorrhiza pseudofasciculata
Ophiorrhiza pumila
Ophiorrhiza ridleyana
Ophiorrhiza trichocarpon
Orbea araysiana
Orbea gerstneri
Orbea keithii
Orbea lutea
Orbea namaquensis
Orbea prognatha
Orbea semitubiflora
Orbea semota
Orbea ubomboensis
Orbea valida
Orbea variegata
Orbea wissmannii
Orbeanthus hardyi
Orbeopsis gerstneri
Oreonesion testui
Oreopolus glacialis
Ornichia madagascariensis
Ornichia trinervis
Orphium frutescens
Orthanthera albida
Orthanthera jasminiflora
Orthosia angustifolia
Orthosia bonplandiana
Orthosia calycina
Orthosia congesta
Orthosia ellemannii
Orthosia kunthii
Orthosia latipes
Orthosia meridensis
Orthosia pearcei
Orthosia pubescens
Orthosia scoparia
Orthosia serpyllifolia
Orthosia thymifolia
Orthosia urceolata
Orthosia virgata
Orthosia woodii
Osa pulchra
Otiophora angustifolia
Otiophora caerulea
Otiophora calycophylla
Otiophora cupheoides
Otiophora lebruniana
Otiophora multicaulis
Otiophora parviflora
Otiophora pauciflora
Otiophora perrieri
Otiophora pycnostachys
Otiophora scabra
Otiophora stolzii
Otiophora villicaulis
Otomeria elatior
Otomeria guineensis
Otomeria oculata
Otomeria volubilis
Ottoschmidtia microphylla
Oxyanthus latifolius
Oxyanthus laxiflorus
Oxyanthus pyriformis
Oxyanthus racemosa
Oxyanthus speciosus
Oxyceros longiflorus
Oxypetalum appendiculatum
Oxypetalum balansae
Oxypetalum banksii
Oxypetalum brachystemma
Oxypetalum capitatum
Oxypetalum coccineum
Oxypetalum coeruleum
Oxypetalum insigne
Oxypetalum lanatum
Oxypetalum minarum
Oxypetalum pannosum
Oxypetalum solanoides
Oxypetalum strictum
Oxypetalum sublanatum
Oxypetalum warmingii
Oxypetalum wightianum
Oxystelma bornouense
Oxystelma esculentum
Pachycarpus appendiculatus
Pachycarpus asperifolius
Pachycarpus concolor
Pachycarpus coronarius
Pachycarpus dealbatus
Pachycarpus goetzei
Pachycarpus grantii
Pachycarpus lineolatus
Pachycarpus natalensis
Pachycarpus reflectens
Pachycarpus spurius
Pachypodium ambongense
Pachypodium baronii
Pachypodium bispinosum
Pachypodium brevicaule
Pachypodium decaryi
Pachypodium densiflorum
Pachypodium eburneum
Pachypodium geayi
Pachypodium horombense
Pachypodium inopinatum
Pachypodium lamerei
Pachypodium lealii
Pachypodium menabeum
Pachypodium mikea
Pachypodium namaquanum
Pachypodium rosulatum
Pachypodium rutenbergianum
Pachypodium saundersii
Pachypodium sofiense
Pachypodium succulentum
Pachypodium windsorii
Pacouria guianensis
Paederia bojeriana
Paederia brasiliensis
Paederia cavaleriei
Paederia ciliata
Paederia cruddasiana
Paederia farinosa
Paederia foetida
Paederia grandidieri
Paederia lanata
Paederia lanuginosa
Paederia linearis
Paederia majungensis
Paederia mandrarensis
Paederia pertomentosa
Paederia pilifera
Paederia pospischilii
Paederia praetermissa
Paederia sambiranensis
Paederia scandens
Paederia spectatissima
Paederia stenobotrya
Paederia stenophylla
Paederia taolagnarensis
Paederia thouarsiana
Paederia verticillata
Paederia yunnanensis
Pagamea acrensis
Pagamea anisophylla
Pagamea aracaensis
Pagamea capitata
Pagamea coriacea
Pagamea duckei
Pagamea dudleyi
Pagamea duidana
Pagamea guianensis
Pagamea harleyi
Pagamea hirsuta
Pagamea macrophylla
Pagamea montana
Pagamea pauciflora
Pagamea plicata
Pagamea plicatiformis
Pagamea puberula
Pagamea sessiliflora
Pagamea standleyana
Pagamea thyrsiflora
Pagamea velutina
Palicourea acanthacea
Palicourea alajuelensis
Palicourea albocaerulea
Palicourea alpina
Palicourea andaluciana
Palicourea angustifolia
Palicourea beachiana
Palicourea calidicola
Palicourea calophlebia
Palicourea calophylla
Palicourea condensata
Palicourea corymbifera
Palicourea crocea
Palicourea croceoides
Palicourea cuspidata
Palicourea discolor
Palicourea elata
Palicourea fastigiata
Palicourea fendleri
Palicourea fuchsioides
Palicourea gibbosa
Palicourea gomezii
Palicourea guianensis
Palicourea holmgrenii
Palicourea hospitalis
Palicourea killipii
Palicourea lasiorrachis
Palicourea lineata
Palicourea longiflora
Palicourea longistipulata
Palicourea macrobotrys
Palicourea macrocalyx
Palicourea montivaga
Palicourea nigricans
Palicourea nitidella
Palicourea padifolia
Palicourea pereziana
Palicourea perquadrangularis
Palicourea petiolaris
Palicourea pittieri
Palicourea plowmanii
Palicourea purpurea
Palicourea rigida
Palicourea rigidifolia
Palicourea salicifolia
Palicourea standleyana
Palicourea stenosepala
Palicourea tectoneura
Palicourea triphylla
Palicourea ulloana
Papuechites aambe
Parachimarrhis breviloba
Paracoffea melanocarpa
Paracorynanthe antankarana
Paracorynanthe uropetala
Paragenipa lancifoli
Paragenipa lancifolia
Parahancornia fasciculata
Paraknoxia parviflora
Parameria laevigata
Parapentas battiscombei
Parapentas setigera
Parapentas silvatica
Paratriaina xerophila
Parquetina nigrescens
Parsonsia crebriflora
Parsonsia densivestita
Parsonsia eucalyptophylla
Parsonsia ferruginea
Parsonsia flexuosa
Parsonsia heterophylla
Parsonsia lata
Parsonsia longiflora
Parsonsia oligantha
Pauridiantha afzelii
Pauridiantha bridelioides
Pauridiantha callicarpoides
Pauridiantha canthiiflora
Pauridiantha dewevrei
Pauridiantha efferata
Pauridiantha floribunda
Pauridiantha hirtella
Pauridiantha letestuana
Pauridiantha liebrechtsiana
Pauridiantha lyallii
Pauridiantha mayumbensis
Pauridiantha microphylla
Pauridiantha paucinervis
Pauridiantha pleiantha
Pauridiantha pyramidata
Pauridiantha schnellii
Pauridiantha siderophila
Pauridiantha sylvicola
Pauridiantha symplocoides
Pauridiantha talbotii
Pauridiantha udzungwaensis
Pauridiantha viridiflora
Pausinystalia johimbe
Pausinystalia lane-poolei
Pausinystalia macroceras
Pausinystalia talbotii
Pavetta abyssinica
Pavetta barbertonensis
Pavetta batesiana
Pavetta bidentata
Pavetta bowkeri
Pavetta catophylla
Pavetta edentula
Pavetta galpinii
Pavetta hispida
Pavetta hongkongensis
Pavetta hookeriana
Pavetta inandensis
Pavetta indica
Pavetta lanceolata
Pavetta platyclada
Pavetta revoluta
Pavetta rigida
Pavetta schumanniana
Pavetta staudtii
Pavetta stenosepala
Pavetta ternifolia
Pavetta zeyheri
Payera beondrokensis
Payera coriacea
Payera decaryi
Payera homolleana
Payera marojejyensis
Pectinaria articulata
Pectinaria longipes
Peltastes isthmicus
Peltastes peltatus
Pentacyphus andinus
Pentacyphus lehmannii
Pentagonia amazonica
Pentagonia donnell-smithii
Pentagonia macrophylla
Pentagonia tinajita
Pentalinon luteum
Pentaloncha humilis
Pentanisia angustifolia
Pentanisia arenaria
Pentanisia calcicola
Pentanisia confertifolia
Pentanisia gossweileri
Pentanisia longepedunculata
Pentanisia longituba
Pentanisia microphylla
Pentanisia ouranogyne
Pentanisia prunelloides
Pentanisia rubricaulis
Pentanisia schweinfurthii
Pentanisia sykesii
Pentanisia veronicoides
Pentanopsis fragrans
Pentanopsis gracilicaulis
Pentarrhinum abyssinicum
Pentarrhinum gonoloboides
Pentarrhinum insipidum
Pentarrhinum somaliense
Pentas angustifolia
Pentas arvensis
Pentas caffensis
Pentas carnea
Pentas glabrescens
Pentas ionolaena
Pentas lanceolata
Pentas micrantha
Pentas pauciflora
Pentas pubiflora
Pentas purpurea
Pentas suswaensis
Pentas zanzibarica
Pentasachme wallichii
Pentatropis madagascariensis
Pentatropis nivalis
Pentodon pentandrus
Pentopetia grevei
Pentopetia longipetala
Pentopetia lutea
Peplonia asteria
Peplonia organensis
Peponidium bosseri
Peponidium buxifolium
Peponidium comorense
Peponidium crassifolium
Peponidium cystiporon
Peponidium horridum
Peponidium humbertii
Peponidium madagascariense
Peponidium marojejyense
Peponidium velutinum
Peponidium venulosum
Perama hirsuta
Pergularia daemia
Pergularia tomentosa
Periploca aphylla
Periploca calophylla
Periploca graeca
Periploca laevigata
Periploca nigrescens
Periploca sepium
Periploca visciformis
Pertusadina eurhyncha
Pertusadina hainanensis
Pertusadina malaccensis
Pertusadina metcalfii
Pertusadina multifolia
Pervillaea decaryi
Pervillaea phillipsonii
Pervillaea tomentosa
Pervillaea venenata
Petalostelma martianum
Petalostelma sarcostemma
Petchia ceylanica
Petitiocodon parviflorum
Petopentia natalensis
Phialanthus ellipticus
Phialanthus grandifolius
Phialanthus jamaicensis
Phialanthus stillans
Philibertia boliviana
Philibertia candolleana
Philibertia discolor
Philibertia fontellae
Philibertia gilliesii
Philibertia globiflora
Philibertia latiflora
Philibertia lysimachioides
Philibertia multiflora
Philibertia parviflora
Philibertia peduncularis
Philibertia picta
Phitopis multiflora
Phitopis sterculioides
Phuopsis stylosa
Phyllacanthus grisebachianus
Phyllangium paradoxum
